Carrier Code,Date (MM/DD/YYYY),Flight Number,Tail Number,Destination Airport,Scheduled departure time,Actual elapsed time (Minutes)
"UA","01/06/2020","1290","N14228","SNA","19:54","263"
"UA","01/06/2020","1420","N895UA","BOS","09:23","130"
"UA","01/06/2020","1438","N898UA","IAH","07:00","167"
"UA","01/06/2020","1499","N33292","LGA","08:00","117"
"UA","01/06/2020","1504","N817UA","DCA","12:45","100"
"UA","01/06/2020","1572","N37263","BOS","07:45","121"
"UA","01/06/2020","1579","N897UA","BZN","19:52","202"
"UA","01/06/2020","1590","N66848","SAN","10:03","288"
"UA","01/06/2020","1631","N480UA","PHL","11:58","109"
"UA","01/06/2020","1641","N845UA","GRR","21:40","46"
"UA","01/06/2020","1643","N14735","SYR","18:30","93"
"UA","01/06/2020","1671","N36476","MCO","06:17","148"
"UA","01/06/2020","1708","N75426","MSP","06:00","92"
"UA","01/06/2020","1715","N895UA","MSP","15:55","75"
"UA","01/06/2020","1734","N480UA","DCA","06:00","112"
"UA","01/06/2020","1740","N14228","SNA","07:46","291"
"UA","01/06/2020","1742","N75854","SFO","20:33","287"
"UA","01/06/2020","1743","N808UA","SRQ","12:15","163"
"UA","01/06/2020","1747","N413UA","MIA","19:50","177"
"UA","01/06/2020","1778","N446UA","SRQ","08:30","157"
"UA","01/06/2020","1790","N424UA","SFO","13:00","289"
"UA","01/06/2020","1816","N66803","EWR","21:30","111"
"UA","01/06/2020","1823","N13750","LGA","19:00","116"
"UA","01/06/2020","1841","N828UA","DFW","08:01","159"
"UA","01/06/2020","1846","N78509","SEA","09:25","329"
"UA","01/06/2020","1863","N27421","RDU","18:30","120"
"UA","01/06/2020","1868","N403UA","MSY","19:50","144"
"UA","01/06/2020","1883","N81449","SJC","19:31","278"
"UA","01/06/2020","1891","N57870","SFO","10:00","291"
"UA","01/06/2020","1951","N808UA","RDU","06:05","103"
"UA","01/06/2020","1953","N27733","CMH","14:29","78"
"UA","01/06/2020","1995","N37465","EWR","15:45","125"
"UA","01/06/2020","1996","N69888","SJU","07:59","262"
"UA","01/06/2020","2000","N38467","IAD","21:15","93"
"UA","01/06/2020","2019","N38727","JAC","10:00","195"
"UA","01/06/2020","2029","N18223","DCA","21:05","97"
"UA","01/06/2020","2043","N38443","IAH","05:45","160"
"UA","01/06/2020","2046","N489UA","GEG","19:50","243"
"UA","01/06/2020","2075","N14735","MCI","12:45","96"
"UA","01/06/2020","2081","N1902U","MIA","14:00","194"
"UA","01/06/2020","2088","N808UA","OMA","20:01","95"
"UA","01/06/2020","2116","N63899","IAH","10:40","163"
"UA","01/06/2020","2133","N75426","LAS","11:09","235"
"UA","01/06/2020","2139","N66808","FLL","07:50","180"
"UA","01/06/2020","2160","N78448","LAS","11:46","272"
"UA","01/06/2020","2166","N76519","SFO","06:00","289"
"UA","01/06/2020","2168","N38727","JAX","18:00","132"
"UA","01/06/2020","2169","N855UA","DFW","16:06","171"
"UA","01/06/2020","2170","N27239","SEA","16:00","289"
"UA","01/06/2020","2173","N56859","MCO","18:09","169"
"UA","01/06/2020","2176","N73275","PDX","12:45","295"
"UA","01/06/2020","2178","N893UA","SMF","10:21","275"
"UA","01/06/2020","2183","N851UA","DLH","21:20","78"
"UA","01/06/2020","2185","N13716","BZN","10:34","214"
"UA","01/06/2020","2192","N401UA","SAN","07:46","279"
"UA","01/06/2020","2193","N69830","EWR","09:15","104"
"UA","01/06/2020","2194","N57864","LAX","08:20","265"
"UA","01/06/2020","2198","N420UA","IAD","06:15","89"
"UA","01/06/2020","2205","N411UA","DFW","18:35","157"
"UA","01/06/2020","2208","N37290","MSY","12:45","140"
"UA","01/06/2020","2211","N27722","DTW","21:19","74"
"UA","01/06/2020","2220","N77865","DEN","14:24","170"
"UA","01/06/2020","2231","N801UA","AUS","07:45","168"
"UA","01/06/2020","2244","N417UA","MCO","12:50","143"
"UA","01/06/2020","2267","N75429","SAT","13:06","185"
"UA","01/06/2020","2285","N825UA","PSP","10:45","263"
"UA","01/06/2020","2315","N17245","SLC","08:59","202"
"UA","01/06/2020","2326","N37465","TPA","08:00","159"
"UA","01/06/2020","2329","N24224","EWR","18:11","136"
"UA","01/06/2020","2335","N38458","FLL","09:04","171"
"UA","01/06/2020","2390","N76515","PDX","11:09","302"
"UA","01/06/2020","2395","N66814","LAS","08:00","246"
"UA","01/06/2020","2406","N448UA","LGA","15:00","114"
"UA","01/06/2020","2422","N825UA","LGA","21:05","109"
"UA","01/06/2020","2431","N813UA","RNO","19:50","268"
"UA","01/06/2020","2476","N17229","DEN","06:00","161"
