Carrier Code,Date (MM/DD/YYYY),Flight Number,Tail Number,Destination Airport,Scheduled departure time,Actual elapsed time (Minutes)
"DL","01/06/2020","0886","N385DZ","LGA","05:50","195"
"DL","01/06/2020","0887","N901DN","PDX","17:10","329"
"DL","01/06/2020","0895","N556NW","SNA","19:50","296"
"DL","01/06/2020","0897","N186DN","MCO","13:01","83"
"DL","01/06/2020","0923","N999DN","RDU","21:30","69"
"DL","01/06/2020","0926","N916DN","MEM","21:59","76"
"DL","01/06/2020","0932","N917DL","BNA","18:40","62"
"DL","01/06/2020","0938","N990AT","GSP","23:40","52"
"DL","01/06/2020","0941","N912DU","GSP","22:20","47"
"DL","01/06/2020","0953","N910DN","MEM","23:33","74"
"DL","01/06/2020","0958","N918DE","MLB","21:24","79"
"DL","01/06/2020","0972","N960DN","ORD","10:07","123"
"DL","01/06/2020","0976","N924DN","IAH","13:46","123"
"DL","01/06/2020","0987","N309DN","MSP","10:35","161"
"DL","01/06/2020","0995","N948AT","MLB","12:48","82"
"DL","01/06/2020","1002","N372DN","MSP","11:40","150"
"DL","01/06/2020","1006","N305DQ","PNS","15:09","65"
"DL","01/06/2020","1009","N682DA","FLL","13:50","106"
"DL","01/06/2020","1012","N692DL","EGE","11:02","230"
"DL","01/06/2020","1041","N376DN","PHX","11:07","255"
"DL","01/06/2020","1051","N921AT","BHM","14:11","43"
"DL","01/06/2020","1057","N307DX","PHX","20:00","259"
"DL","01/06/2020","1058","N6701","MCO","11:59","79"
"DL","01/06/2020","1059","N806DN","IND","22:53","82"
"DL","01/06/2020","1062","N922DZ","BDL","19:21","124"
"DL","01/06/2020","1064","N913DN","MEM","15:26","68"
"DL","01/06/2020","1066","N920DE","BNA","09:56","64"
"DL","01/06/2020","1067","N802DN","RSW","20:47","101"
"DL","01/06/2020","1068","N682DA","RSW","08:22","96"
"DL","01/06/2020","1069","N803DN","CMH","08:10","80"
"DL","01/06/2020","1070","N825DN","DTW","07:25","116"
"DL","01/06/2020","1072","N910DE","PIT","22:40","86"
"DL","01/06/2020","1073","N305DQ","EYW","09:46","102"
