Carrier Code,Date (MM/DD/YYYY),Flight Number,Tail Number,Destination Airport,Scheduled departure time,Actual elapsed time (Minutes)
"AA","01/06/2020","1992","N767UW","BOI","21:13","137"
"AA","01/06/2020","2024","N803AW","TUS","08:35","45"
"AA","01/06/2020","2054","N934AA","MIA","00:20","233"
"AA","01/06/2020","2063","N165US","LAS","15:52","70"
"AA","01/06/2020","2083","N835AW","BOI","10:55","130"
"AA","01/06/2020","2099","N409AA","SAN","07:25","73"
"AA","01/06/2020","2104","N918AN","DTW","17:50","215"
"AA","01/06/2020","2105","N807AW","ABQ","17:19","65"
"AA","01/06/2020","2106","N546UW","LAS","20:03","62"
"AA","01/06/2020","2107","N807AW","ABQ","13:12","65"
"AA","01/06/2020","2108","N764US","SJC","21:20","119"
"AA","01/06/2020","2110","N767UW","RNO","08:20","114"
"AA","01/06/2020","2113","N406AN","ABQ","10:46","65"
"AA","01/06/2020","2175","N650AW","RDU","23:25","242"
"AA","01/06/2020","2177","N568UW","EWR","19:48","247"
"AA","01/06/2020","2197","N172US","SEA","15:07","202"
"AA","01/06/2020","2234","N748UW","MEM","19:59","164"
"AA","01/06/2020","2315","N549UW","DEN","20:15","109"
"AA","01/06/2020","2319","N904NN","PDX","15:04","186"
"AA","01/06/2020","2320","N912UY","BOS","14:15","258"
"AA","01/06/2020","2331","N838AW","ABQ","19:40","101"
"AA","01/06/2020","2339","N800NN","JFK","10:50","261"
"AA","01/06/2020","2396","N836AW","SAT","09:42","116"
"AA","01/06/2020","2408","N702UW","MSP","17:55","179"
"AA","01/06/2020","2434","N970UY","JFK","13:41","258"
"AA","01/06/2020","2450","N652AW","MSP","13:10","178"
"AA","01/06/2020","2490","N902AN","SNA","17:45","83"
"AA","01/06/2020","2588","N154UW","BOS","22:50","266"
"AA","01/06/2020","2637","N979UY","SNA","22:00","75"
"AA","01/06/2020","2651","N912NN","JFK","00:23","248"
"AA","01/06/2020","2671","N205UW","SAN","11:55","65"
"AA","01/06/2020","2722","N990AN","SJC","10:55","114"
"AA","01/06/2020","2746","N169UW","SLC","22:10","114"
"AA","01/06/2020","2763","N978UY","BOS","17:14","252"
"AA","01/06/2020","2765","N927UW","ORD","08:00","183"
"AA","01/06/2020","2768","N537UW","JFK","12:18","252"
"AA","01/06/2020","2795","N829AW","SMF","08:03","121"
"AA","01/06/2020","2819","N750UW","MSY","09:59","171"
"AA","01/06/2020","2829","N932AN","PDX","18:34","167"
"AA","01/06/2020","2853","N763US","SBA","21:22","93"
"AA","01/06/2020","2874","N807AW","SLC","08:24","114"
"AA","01/06/2020","2920","N810AW","OMA","20:34","163"
